"","finalStackSize","lowestStackSize"
"1",130525,99877
"2",131045,99719
"3",114190,97291
"4",116375,99770
"5",120870,99278
"6",125225,92978
"7",104585,95068
"8",95665,94383
"9",130500,99988
"10",120960,1e+05
"11",120305,99597
"12",105135,96599
"13",109515,1e+05
"14",124140,96451
"15",113480,99380
"16",111050,97285
"17",104975,88405
"18",101450,91907
"19",102190,98922
"20",106645,87484
"21",104240,99856
"22",116885,95922
"23",113650,95047
"24",124890,99830
"25",130510,99952
"26",130670,1e+05
"27",119400,97313
"28",119105,90777
"29",107545,90294
"30",116465,99777
"31",117160,96682
"32",120520,96487
"33",119825,95459
"34",133515,99988
"35",112890,95655
"36",103925,94936
"37",108160,98657
"38",120325,98029
"39",127240,99988
"40",128140,97051
"41",103245,91938
"42",77765,77765
"43",124730,99195
"44",130570,99770
"45",128180,1e+05
"46",89220,88019
"47",110305,98005
"48",125590,99402
"49",110075,99382
"50",101610,92674
"51",123910,1e+05
"52",104950,98090
"53",121410,96755
"54",121275,96261
"55",127325,99988
"56",100750,96472
"57",131905,95785
"58",106705,98295
"59",134455,99998
"60",115820,97673
"61",115775,96655
"62",124425,99979
"63",143595,99712
"64",114435,97043
"65",111185,91276
"66",120995,99757
"67",104220,98895
"68",116285,99592
"69",128760,99994
"70",108545,97222
"71",109055,99988
"72",121665,99469
"73",119375,92949
"74",106450,95056
"75",104570,85106
"76",98540,89705
"77",126450,98481
"78",101800,98525
"79",133455,99993
"80",132205,99988
"81",128885,99994
"82",120950,96317
"83",115440,99092
"84",125475,96426
"85",120065,99678
"86",133205,99994
"87",123235,99998
"88",126645,99484
"89",139415,99139
"90",119835,99983
"91",132550,98033
"92",120845,97571
"93",106575,98114
"94",134140,99810
"95",99820,88846
"96",106635,99998
"97",115295,98217
"98",119315,96343
"99",140495,99860
"100",94215,93137
"101",124415,93326
"102",128765,99584
"103",132525,99983
"104",135790,98885
"105",126190,94317
"106",121530,99726
"107",129650,98862
"108",103225,97816
"109",104300,92518
"110",105950,95641
"111",105655,96505
"112",96030,86933
"113",104630,90125
"114",135210,97121
"115",114935,94779
"116",112465,99412
"117",118850,99136
"118",101265,88179
"119",130050,99280
"120",107665,98732
"121",130145,99561
"122",112420,99422
"123",103380,95622
"124",107790,95389
"125",129375,97862
"126",96730,96730
"127",118125,98130
"128",107220,95457
"129",112000,99983
"130",111580,95450
"131",101175,87986
"132",118765,97796
"133",109605,97986
"134",126405,99516
"135",127845,96885
"136",115760,96584
"137",105005,99204
"138",109275,92486
"139",132485,99273
"140",132630,95881
"141",129175,99830
"142",111120,97682
"143",116720,95121
"144",106920,99988
"145",102080,98209
"146",112525,96275
"147",126085,99993
"148",111150,99169
"149",125490,99978
"150",129515,99972
"151",100995,89418
"152",124075,97521
"153",127030,99983
"154",111195,97893
"155",95925,90376
"156",117260,96169
"157",124845,1e+05
"158",117340,99988
"159",111610,99989
"160",111265,97896
"161",93860,86700
"162",122995,94944
"163",122235,97590
"164",102615,94132
"165",106835,94589
"166",127680,97527
"167",136595,99970
"168",132345,99281
"169",120365,98910
"170",121265,99880
"171",133320,99998
"172",109715,1e+05
"173",141990,98895
"174",106035,98744
"175",108605,96533
"176",112420,99988
"177",107340,88925
"178",125680,99994
"179",118260,98556
"180",121130,99998
"181",122600,96884
"182",126310,99988
"183",123295,99994
"184",131055,96606
"185",120685,95577
"186",130425,98152
"187",123460,99989
"188",131825,98191
"189",100625,92669
"190",122850,99995
"191",124550,99517
"192",115100,94374
"193",113680,97448
"194",138835,99994
"195",114330,97407
"196",127025,99998
"197",122270,99372
"198",124965,99994
"199",115250,99978
"200",135465,96873
"201",118575,90210
"202",106425,95271
"203",114610,99000
"204",132220,99938
"205",115835,96986
"206",110045,93594
"207",133930,99993
"208",118605,98686
"209",108710,88845
"210",101855,91496
"211",117765,97809
"212",127290,99926
"213",119640,1e+05
"214",119465,1e+05
"215",106445,99978
"216",109010,91815
"217",125600,97021
"218",92600,90874
"219",136775,99474
"220",109490,98236
"221",138190,99503
"222",120350,99862
"223",108700,99124
"224",120770,98894
"225",98830,90803
"226",90300,89810
"227",121035,99950
"228",104335,99943
"229",115915,98603
"230",121320,99430
"231",110180,99634
"232",89265,78698
"233",128055,98909
"234",119010,1e+05
"235",114020,99440
"236",130055,98030
"237",99985,80568
"238",98145,95494
"239",95710,85645
"240",119245,99820
"241",109400,94086
"242",118040,99994
"243",120235,99507
"244",120520,99945
"245",123585,99787
"246",123730,99540
"247",103840,1e+05
"248",118890,97231
"249",108290,91745
"250",116035,99711
"251",119995,1e+05
"252",107095,94141
"253",134410,99289
"254",131640,99595
"255",108430,96355
"256",123920,98457
"257",112515,99068
"258",120010,99800
"259",124020,98299
"260",112685,98673
"261",103640,90577
"262",120380,96737
"263",137615,99998
"264",104490,94187
"265",125935,99063
"266",110865,97098
"267",120900,99622
"268",123110,99847
"269",130580,99315
"270",125715,97241
"271",120365,99579
"272",118340,97738
"273",108305,95259
"274",93675,92851
"275",119910,95115
"276",120880,98553
"277",87155,83178
"278",112270,95609
"279",98345,91491
"280",113335,99753
"281",118375,96066
"282",112140,93773
"283",121520,98614
"284",112315,95105
"285",119240,1e+05
"286",114450,98341
"287",132130,99064
"288",122690,99498
"289",128700,97968
"290",107175,96847
"291",125260,97946
"292",120235,98960
"293",111145,87924
"294",117650,98702
"295",134365,96727
"296",112980,88338
"297",118400,99670
"298",112040,95526
"299",120080,98820
"300",132480,98317
"301",104280,74372
"302",130620,99229
"303",110350,98691
"304",123025,97954
"305",119445,99327
"306",113855,95301
"307",121285,99567
"308",113730,99794
"309",102440,94164
"310",115255,97989
"311",123215,98654
"312",124510,99384
"313",112715,93620
"314",112005,88870
"315",96030,87762
"316",108310,87397
"317",104900,91464
"318",132600,99458
"319",117080,99504
"320",112360,99988
"321",103805,87090
"322",109735,92729
"323",119075,95021
"324",125655,92451
"325",109900,99925
"326",121140,92613
"327",116460,97843
"328",123985,95695
"329",109890,98454
"330",116740,96751
"331",127625,99993
"332",109355,99994
"333",115620,99945
"334",111500,98451
"335",107635,94758
"336",120580,99376
"337",96595,87074
"338",93655,91133
"339",115875,99988
"340",125340,95428
"341",122120,98851
"342",108575,99081
"343",117070,1e+05
"344",124305,99890
"345",123735,99650
"346",121995,99822
"347",117185,99935
"348",111675,99690
"349",102610,92398
"350",113075,89740
"351",118205,94241
"352",109040,99994
"353",126910,98234
"354",123355,98753
"355",116200,99994
"356",128125,97559
"357",87785,68180
"358",129770,99983
"359",105875,98797
"360",126775,99994
"361",124935,98929
"362",124070,95218
"363",121850,98995
"364",100615,97621
"365",125750,99650
"366",122000,96570
"367",126590,98442
"368",118535,98214
"369",115940,99653
"370",123985,99142
"371",125095,99450
"372",113300,98141
"373",132515,99507
"374",130000,92194
"375",126490,99998
"376",135125,99993
"377",105440,99065
"378",122080,99063
"379",116755,97451
"380",129285,99677
"381",126480,99353
"382",117925,99600
"383",133780,96795
"384",127660,1e+05
"385",113505,99998
"386",121925,95960
"387",111820,93295
"388",119485,99880
"389",106190,95650
"390",103665,99580
"391",126610,99592
"392",122055,98686
"393",107630,95282
"394",106505,97273
"395",111750,99544
"396",132155,99239
"397",130320,99989
"398",126150,95426
"399",119175,97517
"400",117900,98805
"401",114230,92624
"402",118335,98278
"403",125540,99845
"404",120815,99993
"405",117780,96302
"406",89325,75315
"407",128625,1e+05
"408",122425,1e+05
"409",125135,99317
"410",116140,98710
"411",128290,99807
"412",113465,98613
"413",129720,99958
"414",125190,97508
"415",123200,99894
"416",129605,99915
"417",120380,99619
"418",106420,94088
"419",115365,99840
"420",106225,96446
"421",115645,98477
"422",110865,99994
"423",123875,98191
"424",123490,99998
"425",99510,94153
"426",130455,99993
"427",120360,98614
"428",119860,97677
"429",140650,1e+05
"430",112840,97984
"431",103020,95323
"432",124775,97004
"433",134505,99184
"434",116050,98424
"435",136390,99072
"436",95850,85221
"437",119900,94815
"438",126340,99995
"439",123005,99994
"440",97775,85098
"441",112240,94651
"442",114780,97136
"443",126610,99993
"444",93730,88493
"445",119060,99377
"446",116495,99910
"447",112635,97784
"448",121735,99988
"449",128880,99994
"450",127075,98450
"451",115040,97701
"452",127820,97883
"453",115855,99974
"454",109070,84227
"455",105985,99983
"456",127145,99811
"457",109720,97889
"458",103185,93922
"459",113145,99305
"460",108185,95181
"461",115215,98957
"462",130415,98442
"463",117020,97384
"464",111365,99497
"465",102710,94965
"466",119015,94756
"467",98430,91704
"468",107630,98893
"469",119985,96811
"470",124070,98507
"471",138390,98166
"472",115855,95145
"473",120325,1e+05
"474",118420,98303
"475",110760,92667
"476",111955,91121
"477",119920,99885
"478",129180,99550
"479",105680,82764
"480",132455,98294
"481",112550,96862
"482",117680,99989
"483",128740,99382
"484",121995,94687
"485",100275,89983
"486",110970,98319
"487",117515,98582
"488",113535,93184
"489",107035,99557
"490",112525,97307
"491",116955,93243
"492",121460,96365
"493",92945,91259
"494",127680,99998
"495",117535,99840
"496",107735,99385
"497",124555,96671
"498",111465,92375
"499",110765,96707
"500",118665,95529
"501",109150,91359
"502",114655,95159
"503",107120,94635
"504",107895,99929
"505",122005,98173
"506",118550,94800
"507",131350,99965
"508",101650,88106
"509",122830,99998
"510",132615,98673
"511",86360,73290
"512",132695,99181
"513",76320,70309
"514",121470,94600
"515",106475,94782
"516",118860,99292
"517",122360,97615
"518",126520,94334
"519",116000,96455
"520",115090,99983
"521",111110,99930
"522",101150,96792
"523",117520,99829
"524",129600,99983
"525",118985,91609
"526",125430,99584
"527",115240,96873
"528",120615,99773
"529",128620,95099
"530",109690,99998
"531",109125,90842
"532",119030,97649
"533",136330,1e+05
"534",98745,87696
"535",137295,96559
"536",116160,96906
"537",116545,98371
"538",111130,94797
"539",137185,98930
"540",122830,99978
"541",104315,79930
"542",106580,96642
"543",118705,99988
"544",92535,91309
"545",110530,98706
"546",120630,98941
"547",102870,99415
"548",118300,95525
"549",122700,99389
"550",100780,90556
"551",116275,95299
"552",104995,99383
"553",128660,99978
"554",122965,97646
"555",78470,73672
"556",135360,99806
"557",115120,95681
"558",97855,87902
"559",114935,99983
"560",115055,99326
"561",129775,95983
"562",127990,1e+05
"563",122040,94712
"564",115760,91317
"565",123340,98498
"566",122820,95546
"567",115830,96484
"568",108070,92731
"569",115320,98427
"570",106935,96919
"571",121920,98625
"572",121855,99242
"573",125085,99994
"574",125295,93864
"575",111400,93468
"576",111095,97952
"577",119990,98864
"578",116590,99902
"579",125790,99002
"580",117055,99805
"581",115905,96622
"582",121030,96700
"583",119820,99297
"584",120705,97490
"585",103015,98568
"586",115390,99325
"587",110955,97957
"588",107115,99567
"589",126720,96876
"590",110275,99155
"591",103390,94921
"592",109305,94133
"593",111545,98869
"594",128850,95760
"595",103700,92490
"596",122545,1e+05
"597",104205,84883
"598",133665,94730
"599",118145,99780
"600",126275,99120
"601",112825,99026
"602",112445,99978
"603",125180,99983
"604",109330,98754
"605",135530,95828
"606",121705,99148
"607",117585,90515
"608",79260,74511
"609",119510,92816
"610",143105,99983
"611",106885,85244
"612",121000,98777
"613",117200,97861
"614",101310,92514
"615",140480,1e+05
"616",125510,94493
"617",107260,99034
"618",94565,93277
"619",117595,99974
"620",111825,97461
"621",126450,97159
"622",115080,99743
"623",128950,99363
"624",143650,1e+05
"625",118695,99978
"626",114560,95222
"627",106550,98841
"628",117600,99258
"629",102130,99994
"630",103735,99983
"631",87650,70822
"632",113405,1e+05
"633",108215,99934
"634",128065,99640
"635",106620,97889
"636",133325,1e+05
"637",140420,1e+05
"638",113945,88802
"639",125685,97974
"640",115210,99989
"641",114220,98990
"642",88940,84527
"643",122525,98458
"644",120140,95642
"645",112020,98492
"646",131200,99372
"647",100245,92476
"648",112755,99634
"649",105315,1e+05
"650",101930,97836
"651",111080,94180
"652",105985,87591
"653",104740,93031
"654",119195,98625
"655",127870,95704
"656",131975,98957
"657",111115,97818
"658",85385,83225
"659",123360,99547
"660",111800,98997
"661",112230,99978
"662",126595,99748
"663",123530,95858
"664",120690,95312
"665",119745,99692
"666",124400,99998
"667",97760,78817
"668",129460,99357
"669",129655,98382
"670",124135,98262
"671",114680,99983
"672",102480,98105
"673",114445,99737
"674",119475,99676
"675",135065,1e+05
"676",118790,97955
"677",116150,96631
"678",104885,92688
"679",122950,99983
"680",116560,98687
"681",106600,92613
"682",103975,95819
"683",125135,99994
"684",105515,99632
"685",114665,99994
"686",114230,94107
"687",133230,99989
"688",142915,99988
"689",102640,93736
"690",116315,1e+05
"691",112610,94219
"692",103185,93708
"693",118170,99384
"694",126430,95444
"695",113500,98421
"696",117665,99087
"697",116895,97978
"698",107550,94109
"699",125875,99006
"700",118475,98424
"701",127005,99355
"702",124180,99095
"703",103845,99580
"704",127115,99692
"705",109860,99782
"706",129025,99169
"707",111640,98539
"708",124060,91493
"709",134645,98429
"710",101980,85286
"711",122085,98661
"712",134335,93656
"713",120070,99304
"714",137560,99579
"715",76915,73474
"716",117510,95925
"717",113120,99232
"718",121010,99660
"719",115120,93559
"720",136440,98926
"721",105360,99930
"722",105320,99163
"723",81265,67358
"724",115595,89002
"725",106665,98756
"726",103765,86380
"727",115860,98796
"728",87225,76620
"729",86635,81402
"730",99585,93534
"731",104315,94245
"732",121750,98657
"733",127885,99316
"734",121865,99785
"735",114535,96410
"736",112225,1e+05
"737",120915,94430
"738",118660,99730
"739",122260,99988
"740",119685,94851
"741",122460,98157
"742",112455,99647
"743",115095,98687
"744",114770,99541
"745",132175,97693
"746",113610,1e+05
"747",119045,99320
"748",109880,96030
"749",115795,98871
"750",128965,99374
"751",112580,97212
"752",124380,98404
"753",125310,98935
"754",105230,95932
"755",122630,92798
"756",105050,97076
"757",125750,99998
"758",107995,93282
"759",116520,96009
"760",109365,96502
"761",129430,97048
"762",131360,99277
"763",115415,96003
"764",117215,91086
"765",113545,95121
"766",103055,89682
"767",121005,99125
"768",121780,98920
"769",108740,91101
"770",128340,98639
"771",120095,95095
"772",112220,98802
"773",107480,1e+05
"774",126010,98178
"775",123755,1e+05
"776",111990,95930
"777",130760,1e+05
"778",113355,98405
"779",118975,94509
"780",103065,1e+05
"781",114135,98900
"782",120685,96028
"783",127430,95159
"784",104420,93756
"785",121830,1e+05
"786",131000,99251
"787",115325,1e+05
"788",113840,99374
"789",125950,96742
"790",119925,98936
"791",128400,97012
"792",117245,99989
"793",129830,99994
"794",100745,92433
"795",98420,93062
"796",109915,93709
"797",106510,90593
"798",104945,97139
"799",113505,89358
"800",123940,98899
"801",125395,99978
"802",136850,99189
"803",118580,96870
"804",123070,99988
"805",118015,95122
"806",115350,99835
"807",119710,99689
"808",125300,97226
"809",106700,97946
"810",115690,97592
"811",140475,98950
"812",117365,97754
"813",131780,99741
"814",128020,99988
"815",138595,99818
"816",113900,99989
"817",132300,99361
"818",129445,99988
"819",101405,91979
"820",101800,93989
"821",126700,99788
"822",129975,97328
"823",99680,85778
"824",141965,99988
"825",121145,98980
"826",127020,94476
"827",116850,99983
"828",120085,98306
"829",110075,95066
"830",117305,97074
"831",97000,76994
"832",126245,99484
"833",108790,98161
"834",95480,87977
"835",124155,99998
"836",123460,95034
"837",118110,92722
"838",118555,98941
"839",103600,90625
"840",107660,95765
"841",121065,98397
"842",120220,99391
"843",115410,99175
"844",110830,99353
"845",128030,99978
"846",114840,99483
"847",98660,97880
"848",116905,99960
"849",109850,99447
"850",112970,94954
"851",116510,96003
"852",120100,96542
"853",117580,96168
"854",105645,97069
"855",126330,95446
"856",120260,98498
"857",113880,99167
"858",105360,99857
"859",91140,87427
"860",116815,99994
"861",110070,96793
"862",124805,99287
"863",128540,99998
"864",115655,99247
"865",117580,99988
"866",106710,97617
"867",101300,90841
"868",127360,99317
"869",131800,99855
"870",110440,99613
"871",114390,95612
"872",131845,1e+05
"873",121525,97701
"874",112735,94782
"875",109315,92064
"876",109970,96143
"877",121505,1e+05
"878",130880,99998
"879",117550,99115
"880",106005,94126
"881",91005,87221
"882",103550,86818
"883",124170,98995
"884",120770,94951
"885",130200,1e+05
"886",129195,99574
"887",107765,94469
"888",121030,96973
"889",129130,99284
"890",102460,97830
"891",96720,93359
"892",98175,95874
"893",139925,99086
"894",127565,99994
"895",123470,99925
"896",112585,99862
"897",116745,95449
"898",132975,99173
"899",114645,98144
"900",109975,89034
"901",116925,98425
"902",121480,97641
"903",122360,99204
"904",133890,99470
"905",85995,84265
"906",104945,96938
"907",130840,99174
"908",117990,96948
"909",120320,99666
"910",93175,90478
"911",128135,99899
"912",118285,99887
"913",105605,97636
"914",119405,96248
"915",126260,99019
"916",123530,95482
"917",120895,99998
"918",131930,98642
"919",102075,85531
"920",127485,99989
"921",112895,94308
"922",119810,99952
"923",116975,99998
"924",117955,94554
"925",110755,97681
"926",121420,98130
"927",96745,92955
"928",118890,99580
"929",121655,97753
"930",109560,88434
"931",123160,99082
"932",122450,1e+05
"933",130325,99994
"934",112785,99989
"935",123520,99957
"936",125900,99916
"937",115820,96529
"938",112430,97368
"939",119170,98846
"940",112490,97172
"941",116530,96710
"942",97820,90104
"943",111245,99671
"944",110910,98956
"945",130430,98872
"946",121905,97652
"947",95090,88254
"948",127560,97164
"949",122210,99675
"950",103310,98006
"951",142450,99806
"952",117845,99230
"953",114545,99998
"954",121375,95425
"955",112365,97645
"956",114100,97797
"957",132495,97886
"958",108165,98854
"959",120415,1e+05
"960",139305,99154
"961",114655,99861
"962",116695,99662
"963",108775,96774
"964",118835,99988
"965",108430,99237
"966",109095,98425
"967",130305,99092
"968",98700,92262
"969",116330,98187
"970",114285,99513
"971",136300,99671
"972",117175,98706
"973",115300,98964
"974",108050,95676
"975",88580,75661
"976",121760,98924
