"","finalStackSize","lowestStackSize"
"1",91180,73469
"2",96365,74989
"3",89915,71304
"4",85230,73852
"5",79705,68695
"6",82955,72041
"7",77635,74598
"8",96055,74978
"9",97110,74775
"10",94430,73791
"11",76910,61155
"12",98345,74635
"13",75495,70452
"14",92575,75000
"15",77605,73626
"16",78620,73513
"17",78110,73870
"18",90220,72588
"19",88875,72987
"20",81575,71749
"21",69710,64818
"22",82690,73869
"23",89835,72247
"24",93895,74983
"25",96000,74895
"26",91515,73988
"27",95525,74983
"28",95395,74145
"29",80965,73266
"30",85235,73356
"31",85635,73982
"32",76815,71131
"33",99550,74983
"34",93960,74132
"35",80055,74994
"36",100050,74525
"37",73680,68060
"38",85010,71363
"39",89860,74699
"40",77425,72768
"41",94165,74831
"42",85530,71255
"43",95675,74256
"44",93965,73062
"45",99550,74994
"46",83595,74250
"47",100655,74675
"48",91030,71804
"49",99200,74746
"50",93885,75000
"51",96265,73514
"52",107990,73886
"53",90390,74994
"54",99620,74379
"55",88520,74506
"56",106500,74264
"57",88570,74379
"58",85775,71566
"59",77500,71420
"60",85640,70272
"61",90915,72436
"62",89090,71158
"63",90040,74607
"64",76815,67867
"65",96675,74206
"66",92990,74998
"67",62345,59682
"68",103020,75000
"69",91685,72950
"70",81245,74264
"71",93695,74983
"72",79825,65925
"73",91410,73436
"74",95710,73860
"75",93330,73981
"76",56625,54233
"77",79200,74124
"78",97780,72994
"79",95145,73592
"80",98285,74773
"81",97780,73983
"82",85745,72632
"83",83120,73260
"84",89275,74978
"85",105755,74912
"86",57835,55500
"87",83755,70284
"88",72420,59570
"89",84225,73412
"90",73305,68776
"91",97085,72053
"92",87175,74224
"93",81630,72061
"94",86250,74752
"95",89420,75000
"96",67860,61187
"97",100895,75000
"98",90115,74980
"99",88110,72636
"100",63810,50268
"101",98365,74414
"102",86920,74955
"103",89070,74994
"104",94590,75000
"105",87455,74950
"106",91635,73992
"107",91080,74983
"108",60400,56722
"109",91285,74989
"110",68870,68057
"111",76445,69347
"112",90905,74476
"113",92520,72571
"114",98490,74993
"115",60385,60385
"116",85415,72611
"117",87655,72088
"118",77680,69353
"119",88325,73254
"120",91430,74865
"121",93150,73480
"122",77010,71465
"123",85700,74988
"124",83605,72517
"125",90700,71734
"126",84600,73789
"127",83570,72810
"128",97310,73815
"129",87145,74928
"130",87490,74994
"131",75910,67289
"132",85710,70745
"133",83410,74994
"134",69180,62193
"135",88935,74635
"136",79210,68308
"137",81560,73994
"138",92320,74988
"139",85325,73014
"140",86255,73652
"141",92750,74495
"142",87775,74029
"143",98210,74743
"144",101580,74346
"145",99095,74978
"146",88895,71469
"147",75535,64218
"148",73725,72634
"149",81630,68096
"150",84905,72306
"151",91925,73867
"152",88810,71517
"153",85230,74993
"154",101740,74926
"155",87910,74260
"156",88820,74887
"157",84540,71845
"158",42800,41059
"159",97325,74878
"160",95560,74942
"161",89205,74920
"162",79795,72544
"163",83730,67528
"164",90410,75000
"165",89820,72767
"166",92855,71395
"167",100100,72632
"168",99620,75000
"169",83950,72113
"170",80340,67785
"171",106805,73782
"172",78920,72734
